id_estudiante,id_asignatura,nota,convocatoria,fecha_examen
620,6,6.89,Extraordinaria,2025-01-01
621,3,6.3,Extraordinaria,2025-01-03
621,10,7.72,Extraordinaria,2024-10-11
621,9,7.69,Extraordinaria,2024-01-31
622,5,3.88,Extraordinaria,2025-02-27
622,4,8.46,Extraordinaria,2024-06-14
622,10,4.01,Extraordinaria,2024-03-18
623,3,8.05,Extraordinaria,2023-10-31
623,5,8.19,Extraordinaria,2023-07-31
623,6,4.86,Extraordinaria,2025-04-08
624,5,5.88,Extraordinaria,2025-01-29
624,7,4.84,Ordinaria,2024-11-17
624,9,6.18,Extraordinaria,2023-11-30
625,1,6.04,Ordinaria,2024-09-10
625,7,7.67,Extraordinaria,2025-01-06
625,6,8.47,Extraordinaria,2023-11-04
626,1,8.59,Extraordinaria,2024-12-01
626,4,5.66,Extraordinaria,2023-12-28
626,9,6.19,Extraordinaria,2024-12-04
627,1,3.97,Extraordinaria,2024-01-11
627,6,5.29,Extraordinaria,2024-04-27
627,7,7.95,Ordinaria,2024-01-18
628,4,8.92,Extraordinaria,2023-07-19
628,9,4.65,Ordinaria,2025-05-07
628,8,5.61,Ordinaria,2024-02-05
629,4,6.46,Extraordinaria,2023-09-21
629,3,6.92,Extraordinaria,2023-12-21
629,6,5.29,Ordinaria,2023-08-15
630,7,7.14,Extraordinaria,2024-06-22
630,8,5.79,Extraordinaria,2024-01-15
630,4,6.48,Ordinaria,2024-09-21
631,2,7.32,Extraordinaria,2024-06-24
631,1,6.51,Extraordinaria,2025-02-06
631,6,5.85,Extraordinaria,2024-04-23
632,5,6.34,Ordinaria,2023-12-13
632,2,6.37,Ordinaria,2024-08-14
632,8,5.94,Extraordinaria,2023-12-29
633,7,6.11,Extraordinaria,2023-12-16
633,3,8.9,Ordinaria,2024-08-17
633,9,7.34,Ordinaria,2023-05-16
634,8,6.06,Extraordinaria,2023-10-11
634,4,7.55,Extraordinaria,2024-12-29
634,6,6.0,Ordinaria,2025-05-11
635,3,8.26,Extraordinaria,2025-02-07
635,2,7.05,Extraordinaria,2024-08-05
635,6,6.34,Ordinaria,2023-10-23
636,3,7.17,Ordinaria,2023-08-26
636,6,4.14,Extraordinaria,2023-08-04
636,8,4.81,Extraordinaria,2024-06-27
637,6,4.71,Extraordinaria,2024-05-18
637,4,6.71,Ordinaria,2024-06-20
637,5,9.1,Ordinaria,2025-02-14
638,2,9.85,Extraordinaria,2024-11-16
638,7,7.46,Extraordinaria,2024-09-26
638,9,7.25,Ordinaria,2024-05-14
639,9,3.8,Ordinaria,2023-07-02
639,1,5.69,Extraordinaria,2024-01-31
639,6,5.32,Ordinaria,2025-01-10
640,9,5.57,Extraordinaria,2024-01-31
640,6,6.25,Extraordinaria,2024-04-11
640,8,5.79,Ordinaria,2024-03-10
641,2,3.53,Ordinaria,2024-03-14
641,10,7.62,Ordinaria,2024-08-15
641,9,4.89,Extraordinaria,2024-04-03
642,10,6.86,Extraordinaria,2024-11-30
642,4,9.61,Extraordinaria,2024-08-09
642,2,5.12,Extraordinaria,2024-11-17
643,8,2.7,Ordinaria,2023-10-29
643,3,6.07,Ordinaria,2024-07-06
643,6,8.15,Extraordinaria,2023-07-16
644,8,9.44,Ordinaria,2023-08-12
644,9,4.66,Extraordinaria,2024-12-14
644,7,7.25,Extraordinaria,2025-05-01
645,1,5.8,Ordinaria,2024-12-20
645,7,6.34,Ordinaria,2025-01-09
645,10,10.0,Extraordinaria,2024-09-16
646,7,4.25,Ordinaria,2025-02-25
646,3,6.88,Extraordinaria,2023-06-01
646,5,7.2,Extraordinaria,2023-09-25
647,4,8.13,Ordinaria,2024-12-16
647,6,6.65,Ordinaria,2023-08-18
647,3,6.96,Ordinaria,2025-04-18
648,5,5.91,Ordinaria,2025-01-22
648,3,6.9,Ordinaria,2024-08-12
648,2,5.99,Ordinaria,2024-10-23
649,9,7.43,Extraordinaria,2024-01-15
649,6,5.95,Extraordinaria,2025-03-17
649,2,7.07,Ordinaria,2023-11-15
650,4,6.46,Ordinaria,2023-06-09
650,10,8.19,Extraordinaria,2023-08-05
650,5,6.42,Extraordinaria,2024-05-10
651,4,3.84,Ordinaria,2023-09-09
651,10,8.39,Ordinaria,2024-05-22
651,6,5.14,Extraordinaria,2024-01-05
652,2,5.52,Extraordinaria,2024-10-11
652,7,5.61,Ordinaria,2024-04-14
652,1,8.56,Extraordinaria,2024-09-08
653,1,3.3,Extraordinaria,2023-05-28
653,8,10.0,Ordinaria,2024-07-08
653,9,8.08,Ordinaria,2023-09-21
654,7,6.83,Ordinaria,2024-10-07
654,2,6.42,Ordinaria,2023-09-10
654,9,6.93,Ordinaria,2023-11-13
655,4,7.28,Extraordinaria,2024-07-09
655,2,7.47,Extraordinaria,2023-11-10
655,8,7.33,Extraordinaria,2024-11-19
656,4,6.63,Extraordinaria,2024-10-16
656,10,6.2,Extraordinaria,2024-07-31
656,2,6.27,Extraordinaria,2025-02-21
657,9,6.21,Ordinaria,2025-01-24
657,2,8.2,Ordinaria,2024-11-13
657,8,7.39,Extraordinaria,2025-03-03
658,7,2.09,Extraordinaria,2024-12-10
658,10,7.48,Extraordinaria,2024-07-28
658,2,6.79,Extraordinaria,2024-10-10
659,2,6.47,Ordinaria,2025-02-26
659,7,5.92,Ordinaria,2024-12-24
659,5,8.19,Extraordinaria,2023-09-17
660,8,7.92,Extraordinaria,2025-01-17
660,1,5.34,Ordinaria,2023-07-09
660,5,7.11,Ordinaria,2023-05-19
661,4,5.04,Ordinaria,2025-02-04
661,3,4.43,Ordinaria,2023-07-19
661,1,5.56,Ordinaria,2025-02-19
662,8,7.79,Ordinaria,2024-12-16
662,1,7.93,Extraordinaria,2024-11-23
662,9,7.27,Extraordinaria,2024-11-16
663,10,7.59,Extraordinaria,2023-12-23
663,7,7.27,Ordinaria,2023-09-25
663,3,5.54,Ordinaria,2025-03-21
664,9,7.15,Extraordinaria,2025-01-14
664,3,7.7,Ordinaria,2025-05-10
664,10,7.63,Ordinaria,2024-09-28
665,1,8.28,Extraordinaria,2024-03-08
665,8,7.56,Extraordinaria,2023-09-07
665,4,7.03,Extraordinaria,2023-08-19
666,5,8.11,Ordinaria,2024-10-10
666,6,6.46,Extraordinaria,2024-01-17
666,1,5.18,Ordinaria,2024-05-27
667,8,6.26,Extraordinaria,2024-12-03
667,1,5.38,Ordinaria,2024-12-25
667,3,5.49,Extraordinaria,2024-01-29
668,10,6.28,Ordinaria,2023-05-28
668,9,5.31,Ordinaria,2024-11-03
668,3,6.04,Ordinaria,2024-05-24
669,6,3.66,Extraordinaria,2024-09-12
669,4,6.82,Ordinaria,2024-11-09
669,2,6.5,Ordinaria,2025-02-18
670,8,5.27,Extraordinaria,2024-03-22
670,10,7.49,Ordinaria,2024-11-02
670,7,7.91,Ordinaria,2025-03-12
671,5,4.09,Extraordinaria,2024-08-05
671,8,5.36,Ordinaria,2024-07-25
671,9,5.35,Extraordinaria,2024-02-24
672,9,5.09,Extraordinaria,2024-11-19
672,6,7.74,Extraordinaria,2024-03-22
672,2,6.21,Ordinaria,2023-08-25
673,3,6.1,Ordinaria,2025-05-03
673,4,3.49,Ordinaria,2024-03-30
673,10,7.45,Ordinaria,2023-06-28
674,2,4.64,Ordinaria,2023-12-09
674,7,6.59,Ordinaria,2024-05-01
674,5,6.92,Ordinaria,2024-01-12
675,5,8.54,Extraordinaria,2024-03-20
675,3,4.54,Extraordinaria,2024-01-18
675,10,1.97,Extraordinaria,2023-05-15
676,3,6.78,Extraordinaria,2024-12-09
676,6,9.2,Ordinaria,2023-08-07
676,7,8.36,Ordinaria,2024-04-20
677,7,6.81,Ordinaria,2023-05-15
677,1,5.76,Ordinaria,2024-12-11
677,4,7.71,Ordinaria,2024-08-05
678,1,5.04,Extraordinaria,2023-05-26
678,4,7.21,Extraordinaria,2023-11-25
678,3,7.26,Ordinaria,2023-06-19
679,10,8.09,Extraordinaria,2025-03-18
679,8,10.0,Ordinaria,2024-10-02
679,9,7.09,Extraordinaria,2025-04-19
680,8,5.74,Extraordinaria,2024-01-02
680,4,6.46,Extraordinaria,2024-02-23
680,10,3.85,Ordinaria,2024-04-08
681,5,5.46,Extraordinaria,2025-04-26
681,9,5.89,Ordinaria,2023-07-15
681,6,5.71,Extraordinaria,2023-06-29
682,6,6.73,Ordinaria,2024-02-15
682,8,5.27,Extraordinaria,2024-06-03
682,9,8.18,Extraordinaria,2023-05-18
683,2,6.5,Ordinaria,2024-02-22
683,6,6.49,Ordinaria,2023-12-17
683,7,6.01,Ordinaria,2025-04-16
684,4,6.73,Ordinaria,2024-12-21
684,8,7.74,Extraordinaria,2025-03-06
684,2,5.2,Ordinaria,2025-05-03
685,6,5.51,Extraordinaria,2023-08-01
685,5,6.04,Ordinaria,2025-01-20
685,8,4.48,Ordinaria,2025-02-08
686,7,5.27,Ordinaria,2025-03-26
686,9,5.79,Ordinaria,2024-11-11
686,4,7.81,Ordinaria,2024-08-03
687,4,6.89,Ordinaria,2025-04-10
687,6,6.79,Extraordinaria,2024-09-28
687,3,7.78,Ordinaria,2023-07-03
688,9,6.29,Ordinaria,2023-09-22
688,3,7.09,Ordinaria,2024-02-26
688,6,6.35,Ordinaria,2024-11-21
689,10,6.9,Extraordinaria,2024-10-24
689,4,5.63,Ordinaria,2024-08-15
689,3,2.84,Extraordinaria,2025-01-03
690,1,6.3,Extraordinaria,2025-03-08
690,7,8.63,Extraordinaria,2024-07-12
690,5,7.89,Extraordinaria,2024-05-04
691,8,7.95,Extraordinaria,2024-03-13
691,6,8.35,Ordinaria,2023-12-17
691,3,6.63,Ordinaria,2024-04-20
692,5,6.8,Ordinaria,2025-01-11
692,9,5.57,Ordinaria,2024-01-24
692,10,6.03,Ordinaria,2023-08-22
693,7,7.42,Extraordinaria,2023-07-04
693,3,8.31,Ordinaria,2024-12-10
693,9,6.29,Ordinaria,2024-05-03
694,7,5.82,Extraordinaria,2024-03-21
694,3,6.5,Ordinaria,2024-08-05
694,10,7.4,Ordinaria,2024-10-06
695,6,4.33,Extraordinaria,2023-06-13
695,2,3.06,Ordinaria,2023-08-13
695,4,5.67,Extraordinaria,2024-02-20
696,2,4.67,Extraordinaria,2024-12-20
696,3,5.74,Ordinaria,2023-06-18
696,4,6.28,Extraordinaria,2024-11-10
697,6,5.82,Extraordinaria,2024-11-21
697,1,8.68,Ordinaria,2025-03-11
697,2,6.99,Extraordinaria,2025-03-10
698,4,6.95,Ordinaria,2024-11-30
698,8,7.43,Extraordinaria,2025-03-20
698,5,4.79,Ordinaria,2024-10-02
699,2,8.06,Ordinaria,2023-07-12
699,6,6.39,Extraordinaria,2025-04-25
699,5,7.51,Extraordinaria,2023-11-17
700,2,4.89,Ordinaria,2023-10-19
700,8,4.17,Extraordinaria,2024-07-10
700,7,7.73,Extraordinaria,2024-09-24
701,4,7.06,Ordinaria,2024-02-12
701,9,5.15,Extraordinaria,2023-05-15
701,2,5.2,Ordinaria,2024-10-17
702,8,8.19,Ordinaria,2025-01-05
702,7,4.72,Ordinaria,2023-05-18
702,9,8.96,Extraordinaria,2025-04-06
703,5,5.15,Extraordinaria,2024-10-01
703,10,7.46,Extraordinaria,2023-06-12
703,6,6.01,Extraordinaria,2024-06-07
704,2,7.4,Extraordinaria,2025-04-14
704,1,5.68,Ordinaria,2023-06-20
704,10,6.26,Extraordinaria,2024-07-19
705,4,6.56,Ordinaria,2025-03-06
705,7,5.0,Extraordinaria,2024-12-13
705,5,7.61,Extraordinaria,2024-04-20
706,10,5.73,Ordinaria,2024-08-19
706,9,6.16,Ordinaria,2023-06-06
706,7,5.01,Ordinaria,2023-10-08
707,10,2.66,Ordinaria,2024-08-10
707,2,6.21,Extraordinaria,2025-03-12
707,9,10.0,Extraordinaria,2025-03-29
708,7,7.68,Extraordinaria,2023-05-25
708,1,6.47,Extraordinaria,2023-10-29
708,6,6.11,Ordinaria,2025-05-05
709,7,6.53,Ordinaria,2025-03-29
709,10,7.32,Ordinaria,2024-03-09
709,1,4.73,Ordinaria,2024-06-19
710,6,8.17,Extraordinaria,2024-08-23
710,2,7.57,Ordinaria,2025-03-21
710,5,7.58,Extraordinaria,2024-12-13
711,5,7.16,Extraordinaria,2025-02-19
711,6,6.53,Ordinaria,2023-08-05
711,9,7.51,Extraordinaria,2023-10-02
712,8,7.39,Extraordinaria,2025-02-16
712,1,5.97,Extraordinaria,2024-07-26
712,6,5.64,Ordinaria,2025-02-21
713,4,6.65,Extraordinaria,2024-12-22
713,9,8.82,Extraordinaria,2023-08-24
713,6,4.64,Ordinaria,2023-05-25
714,8,4.3,Extraordinaria,2025-05-11
714,2,6.75,Ordinaria,2023-12-27
714,6,6.58,Extraordinaria,2024-01-08
715,5,6.76,Extraordinaria,2023-08-10
715,2,6.87,Extraordinaria,2023-12-01
715,9,6.17,Extraordinaria,2023-06-02
716,3,8.73,Extraordinaria,2024-05-14
716,7,4.1,Extraordinaria,2023-08-06
716,4,5.26,Extraordinaria,2024-04-10
717,6,6.35,Ordinaria,2024-08-07
717,8,4.04,Ordinaria,2024-03-24
717,10,6.24,Extraordinaria,2024-09-30
718,1,8.99,Extraordinaria,2023-09-11
718,2,6.53,Extraordinaria,2024-04-27
718,4,6.85,Ordinaria,2024-12-15
719,7,4.61,Ordinaria,2023-12-30
719,2,5.58,Ordinaria,2023-06-28
719,4,5.94,Extraordinaria,2024-06-07
720,5,6.02,Extraordinaria,2024-05-17
720,3,8.42,Extraordinaria,2024-04-10
720,6,7.34,Ordinaria,2023-07-03
721,7,4.83,Ordinaria,2023-08-26
721,2,6.87,Extraordinaria,2023-09-16
721,5,7.25,Ordinaria,2023-11-16
722,8,8.21,Ordinaria,2023-12-25
722,1,8.87,Extraordinaria,2024-08-02
722,4,4.98,Ordinaria,2025-01-21
723,8,5.28,Ordinaria,2024-01-29
723,4,4.61,Ordinaria,2024-04-08
723,9,6.15,Extraordinaria,2025-05-05
724,4,7.2,Extraordinaria,2023-07-08
724,3,7.98,Ordinaria,2023-08-13
724,1,6.39,Ordinaria,2025-05-10
725,10,6.02,Extraordinaria,2024-08-10
725,8,6.73,Ordinaria,2025-04-19
725,9,5.25,Extraordinaria,2024-07-22
726,3,9.63,Extraordinaria,2023-06-08
726,9,4.09,Extraordinaria,2023-06-07
726,7,6.78,Extraordinaria,2024-07-02
727,5,9.54,Extraordinaria,2024-08-24
727,7,6.51,Ordinaria,2024-03-06
727,6,6.21,Extraordinaria,2024-03-09
728,9,5.96,Ordinaria,2024-11-01
728,6,6.23,Extraordinaria,2023-07-14
728,2,8.56,Ordinaria,2024-02-29
729,9,3.18,Extraordinaria,2023-12-25
729,3,8.8,Extraordinaria,2024-11-14
729,2,4.36,Ordinaria,2023-07-25
730,10,6.1,Ordinaria,2024-08-19
730,4,5.86,Extraordinaria,2024-10-12
730,6,7.38,Extraordinaria,2023-11-18
731,10,4.1,Extraordinaria,2024-06-10
731,1,7.19,Extraordinaria,2023-08-12
731,8,9.54,Extraordinaria,2023-11-22
732,2,4.46,Extraordinaria,2023-07-13
732,3,6.78,Ordinaria,2025-01-30
732,1,5.51,Extraordinaria,2023-09-08
733,8,7.14,Extraordinaria,2025-04-03
733,3,6.53,Ordinaria,2025-02-27
733,2,5.54,Extraordinaria,2023-09-27
734,10,7.23,Extraordinaria,2024-11-11
734,5,9.21,Extraordinaria,2024-03-24
734,1,6.21,Ordinaria,2024-02-11
735,7,7.58,Extraordinaria,2024-06-20
735,4,4.56,Extraordinaria,2024-05-09
735,8,5.07,Extraordinaria,2024-08-20
736,4,7.21,Ordinaria,2023-06-23
736,9,8.73,Extraordinaria,2024-02-27
736,7,7.03,Ordinaria,2024-12-29
737,10,6.03,Ordinaria,2023-07-23
737,1,6.5,Ordinaria,2025-05-03
737,6,4.62,Ordinaria,2023-05-25
738,9,7.41,Ordinaria,2025-03-30
738,7,7.82,Ordinaria,2023-07-20
738,3,5.82,Ordinaria,2024-04-22
739,3,5.79,Ordinaria,2023-07-13
739,1,6.9,Extraordinaria,2024-10-28
739,8,5.84,Ordinaria,2024-12-28
740,2,6.4,Extraordinaria,2025-02-04
740,7,9.65,Extraordinaria,2024-06-15
740,9,6.13,Extraordinaria,2024-04-08
741,3,5.96,Ordinaria,2023-05-16
741,6,5.53,Extraordinaria,2024-06-06
741,10,7.62,Extraordinaria,2023-05-14
742,3,6.23,Extraordinaria,2025-04-23
742,7,5.53,Ordinaria,2023-09-24
742,5,8.48,Ordinaria,2024-10-30
743,5,8.63,Ordinaria,2024-11-29
743,7,5.6,Extraordinaria,2024-04-01
743,4,3.7,Ordinaria,2023-12-10
744,6,8.01,Extraordinaria,2024-11-26
744,8,5.47,Ordinaria,2024-07-12
744,2,7.69,Ordinaria,2024-07-11
745,9,3.54,Ordinaria,2025-03-22
745,1,7.84,Ordinaria,2025-03-21
745,6,4.68,Ordinaria,2024-05-31
746,9,7.6,Extraordinaria,2023-06-12
746,1,6.52,Extraordinaria,2024-06-22
746,10,5.07,Extraordinaria,2024-12-07
747,1,5.89,Ordinaria,2024-09-06
747,6,7.53,Ordinaria,2024-12-07
747,2,6.66,Extraordinaria,2023-08-31
748,3,7.38,Extraordinaria,2025-05-05
748,9,9.46,Ordinaria,2025-03-09
748,4,4.15,Ordinaria,2024-01-05
749,10,8.93,Extraordinaria,2023-09-04
749,6,6.66,Ordinaria,2024-08-03
749,3,5.15,Ordinaria,2025-04-01
750,8,4.5,Ordinaria,2024-03-07
750,1,6.22,Extraordinaria,2024-05-05
750,9,7.88,Extraordinaria,2024-11-25
751,2,6.31,Ordinaria,2024-03-03
751,6,8.77,Ordinaria,2023-05-16
751,3,4.32,Extraordinaria,2024-06-11
752,4,6.48,Extraordinaria,2024-10-11
752,3,4.62,Extraordinaria,2024-04-11
752,6,7.05,Extraordinaria,2023-08-16
753,2,7.83,Extraordinaria,2023-07-24
753,9,5.87,Ordinaria,2023-10-14
753,10,2.59,Extraordinaria,2023-07-31
754,3,6.8,Ordinaria,2024-03-14
754,4,7.16,Extraordinaria,2023-10-09
754,8,7.11,Ordinaria,2023-10-28
755,6,8.35,Ordinaria,2024-06-07
755,1,4.89,Ordinaria,2025-04-08
755,8,7.52,Extraordinaria,2024-11-17
756,9,8.29,Ordinaria,2023-12-13
756,10,3.83,Extraordinaria,2023-11-08
756,7,6.98,Extraordinaria,2023-09-07
757,3,5.74,Extraordinaria,2023-08-01
757,8,6.38,Extraordinaria,2024-01-31
757,4,7.02,Extraordinaria,2024-06-22
758,7,5.77,Extraordinaria,2024-09-11
758,10,5.49,Ordinaria,2024-08-07
758,2,6.55,Extraordinaria,2025-01-26
759,2,4.87,Extraordinaria,2025-02-01
759,6,4.87,Extraordinaria,2024-11-11
759,8,7.52,Extraordinaria,2024-06-16
760,5,4.78,Ordinaria,2024-07-30
760,1,7.5,Ordinaria,2024-09-17
760,9,7.19,Extraordinaria,2024-09-26
761,10,3.91,Extraordinaria,2025-05-11
761,9,5.48,Ordinaria,2024-09-26
761,3,8.29,Ordinaria,2024-10-05
762,1,5.03,Ordinaria,2024-05-09
762,5,5.8,Extraordinaria,2023-11-19
762,7,7.19,Ordinaria,2023-07-13
763,7,7.68,Extraordinaria,2024-07-23
763,9,6.12,Ordinaria,2025-03-23
763,3,5.6,Ordinaria,2024-08-16
764,2,8.63,Ordinaria,2024-06-22
764,8,9.11,Extraordinaria,2024-11-11
764,3,7.97,Ordinaria,2023-08-27
765,4,6.63,Ordinaria,2025-02-06
765,8,5.29,Ordinaria,2024-06-01
765,10,5.25,Extraordinaria,2025-02-18
766,4,7.28,Ordinaria,2023-11-15
766,2,7.13,Ordinaria,2024-06-26
766,5,8.6,Extraordinaria,2024-02-12
767,3,7.48,Extraordinaria,2024-10-21
767,7,4.25,Extraordinaria,2025-01-24
767,4,8.08,Ordinaria,2025-01-19
768,3,5.0,Extraordinaria,2024-11-22
768,10,5.92,Extraordinaria,2025-04-08
768,4,6.88,Extraordinaria,2024-03-30
769,4,9.49,Ordinaria,2024-02-21
769,5,10.0,Extraordinaria,2024-05-19
769,7,7.41,Extraordinaria,2023-09-18
770,7,6.23,Extraordinaria,2024-10-13
770,5,7.3,Extraordinaria,2023-07-14
770,4,7.83,Ordinaria,2023-07-20
771,7,6.02,Ordinaria,2023-05-19
771,1,9.19,Ordinaria,2024-09-14
771,8,6.85,Ordinaria,2025-01-25
772,2,7.25,Extraordinaria,2023-11-01
772,10,7.5,Ordinaria,2025-03-12
772,3,7.13,Ordinaria,2023-08-27
773,9,7.76,Extraordinaria,2024-12-29
773,6,5.57,Extraordinaria,2024-06-03
773,3,5.66,Extraordinaria,2024-09-27
774,9,4.85,Extraordinaria,2024-02-02
774,5,7.16,Ordinaria,2023-11-12
774,10,7.67,Ordinaria,2024-10-22
775,7,7.19,Extraordinaria,2023-09-16
775,4,9.01,Ordinaria,2023-06-24
775,2,6.49,Ordinaria,2024-11-29
776,9,7.5,Extraordinaria,2023-08-25
776,1,4.86,Ordinaria,2024-11-23
776,8,5.92,Ordinaria,2023-10-20
777,4,7.54,Ordinaria,2024-03-25
777,1,7.77,Ordinaria,2023-07-15
777,7,6.06,Ordinaria,2023-12-05
778,4,6.39,Extraordinaria,2024-05-04
778,7,4.22,Ordinaria,2023-05-28
778,6,5.96,Extraordinaria,2024-04-18
779,10,7.84,Ordinaria,2023-10-06
779,1,7.36,Extraordinaria,2023-06-10
779,4,7.25,Ordinaria,2025-04-23
780,10,6.57,Extraordinaria,2024-12-07
780,1,6.51,Extraordinaria,2024-08-19
780,3,5.51,Ordinaria,2025-02-27
781,6,7.55,Ordinaria,2024-05-24
781,8,7.13,Extraordinaria,2024-08-27
781,4,7.24,Extraordinaria,2024-01-31
782,3,5.71,Ordinaria,2024-05-02
782,5,3.27,Ordinaria,2023-08-24
782,2,8.15,Ordinaria,2025-01-02
783,6,5.78,Extraordinaria,2024-01-09
783,8,5.21,Ordinaria,2025-01-12
783,1,7.54,Ordinaria,2025-02-05
784,10,5.91,Ordinaria,2023-06-21
784,9,8.09,Ordinaria,2024-03-05
784,5,7.43,Extraordinaria,2025-03-22
785,1,7.53,Extraordinaria,2025-03-01
785,2,4.45,Ordinaria,2024-04-01
785,9,8.32,Ordinaria,2024-09-28
786,6,6.89,Ordinaria,2023-09-01
786,10,5.95,Ordinaria,2023-12-08
786,1,6.72,Ordinaria,2024-08-06
787,1,3.84,Ordinaria,2023-09-12
787,7,7.11,Extraordinaria,2024-05-11
787,10,4.96,Ordinaria,2024-09-23
788,4,4.47,Ordinaria,2025-04-16
788,1,4.22,Extraordinaria,2023-08-18
788,2,8.17,Extraordinaria,2023-05-13
789,5,5.56,Ordinaria,2024-12-15
789,7,8.8,Extraordinaria,2023-08-16
789,8,5.7,Extraordinaria,2025-01-27
790,6,3.94,Ordinaria,2023-11-07
790,8,4.83,Extraordinaria,2024-02-06
790,9,8.35,Extraordinaria,2024-06-29
791,4,6.27,Ordinaria,2024-12-22
791,3,5.68,Extraordinaria,2024-04-15
791,5,6.74,Extraordinaria,2023-05-29
792,3,7.25,Extraordinaria,2023-09-25
792,6,8.18,Extraordinaria,2023-11-11
792,1,8.67,Ordinaria,2024-08-16
793,1,5.96,Ordinaria,2024-06-21
793,8,4.51,Extraordinaria,2023-09-14
793,7,5.88,Ordinaria,2023-10-25
794,6,6.89,Extraordinaria,2024-09-13
794,4,5.05,Extraordinaria,2024-03-27
794,7,5.06,Extraordinaria,2025-03-13
795,8,7.02,Extraordinaria,2024-12-26
795,10,6.43,Extraordinaria,2023-07-21
795,7,6.55,Extraordinaria,2024-11-12
796,6,5.36,Ordinaria,2023-07-17
796,7,6.15,Ordinaria,2023-09-18
796,3,5.11,Ordinaria,2024-03-12
797,4,7.84,Extraordinaria,2024-06-10
797,10,8.05,Extraordinaria,2024-09-10
797,6,3.73,Extraordinaria,2025-02-05
798,5,5.11,Ordinaria,2024-01-15
798,4,4.26,Extraordinaria,2024-09-18
798,7,5.52,Ordinaria,2024-11-09
799,9,6.37,Extraordinaria,2024-03-03
799,8,4.33,Ordinaria,2024-01-05
799,5,5.12,Ordinaria,2023-12-24
800,4,4.99,Extraordinaria,2023-08-19
800,6,6.81,Extraordinaria,2024-07-05
800,3,6.6,Ordinaria,2023-10-19
801,8,5.42,Extraordinaria,2025-05-09
801,1,6.77,Ordinaria,2024-07-20
801,4,5.68,Extraordinaria,2024-05-03
802,10,6.09,Ordinaria,2025-05-02
802,3,9.01,Ordinaria,2023-08-22
802,7,8.51,Extraordinaria,2024-06-19
803,6,4.55,Ordinaria,2023-10-02
803,8,7.74,Extraordinaria,2024-06-30
803,4,7.72,Extraordinaria,2025-03-04
804,10,4.78,Ordinaria,2024-05-05
804,9,7.73,Ordinaria,2024-01-05
804,1,8.81,Ordinaria,2024-09-19
805,1,4.82,Extraordinaria,2024-01-20
805,10,5.12,Ordinaria,2024-09-30
805,9,8.03,Extraordinaria,2024-08-26
806,6,6.91,Ordinaria,2024-03-06
806,4,7.33,Extraordinaria,2023-09-27
806,3,7.01,Ordinaria,2025-05-04
807,6,7.09,Extraordinaria,2024-10-26
807,10,4.51,Extraordinaria,2024-03-30
807,8,8.07,Ordinaria,2024-07-05
808,5,8.25,Ordinaria,2023-10-29
808,10,6.16,Ordinaria,2024-08-11
808,2,6.43,Ordinaria,2023-09-21
809,7,4.2,Ordinaria,2025-01-18
809,2,7.27,Extraordinaria,2024-08-06
809,10,7.36,Extraordinaria,2025-04-22
810,4,6.41,Extraordinaria,2025-03-07
810,2,8.19,Ordinaria,2025-03-25
810,3,6.0,Ordinaria,2023-10-15
811,3,7.35,Extraordinaria,2023-12-30
811,7,4.97,Extraordinaria,2025-03-20
811,8,6.46,Ordinaria,2025-01-25
812,1,6.24,Ordinaria,2023-10-19
812,6,6.84,Extraordinaria,2024-03-19
812,8,5.95,Ordinaria,2023-12-04
813,8,6.3,Ordinaria,2025-04-21
813,6,7.74,Extraordinaria,2023-09-06
813,9,5.84,Ordinaria,2023-10-21
814,3,4.09,Extraordinaria,2023-09-24
814,10,9.12,Ordinaria,2023-06-12
814,5,8.57,Ordinaria,2023-11-19
815,4,4.56,Ordinaria,2023-11-18
815,6,7.53,Extraordinaria,2024-11-25
815,5,5.75,Extraordinaria,2024-10-26
816,1,6.9,Extraordinaria,2024-05-10
816,7,6.94,Extraordinaria,2024-12-26
816,3,6.15,Ordinaria,2024-10-20
817,9,5.32,Extraordinaria,2024-10-29
817,5,5.46,Extraordinaria,2024-08-10
817,1,5.13,Ordinaria,2025-04-18
818,1,5.25,Extraordinaria,2023-05-26
818,4,6.4,Extraordinaria,2024-06-12
818,5,5.43,Extraordinaria,2023-09-05
819,6,7.52,Extraordinaria,2024-02-29
819,1,8.73,Ordinaria,2025-01-21
819,5,5.63,Extraordinaria,2024-03-18
820,9,6.86,Ordinaria,2024-12-03
820,1,7.25,Ordinaria,2023-08-28
820,3,7.21,Extraordinaria,2024-08-16
821,7,6.61,Extraordinaria,2024-02-06
821,4,7.61,Extraordinaria,2024-11-17
821,8,7.22,Ordinaria,2024-10-25
822,5,4.64,Extraordinaria,2024-06-20
822,7,7.8,Extraordinaria,2023-12-21
822,6,7.83,Extraordinaria,2024-08-10
823,6,5.36,Extraordinaria,2024-03-18
823,3,6.56,Ordinaria,2023-06-03
823,10,7.52,Extraordinaria,2024-06-17
824,5,6.19,Extraordinaria,2025-02-21
824,10,8.11,Ordinaria,2024-01-04
824,2,10.0,Extraordinaria,2025-02-23
825,9,5.32,Ordinaria,2024-08-10
825,2,4.43,Ordinaria,2024-09-03
825,1,6.96,Ordinaria,2024-10-05
826,2,7.58,Ordinaria,2024-03-15
826,3,6.15,Ordinaria,2023-10-30
826,6,8.68,Ordinaria,2023-10-09
827,2,4.49,Ordinaria,2024-02-17
